"time","future","rate"
"2021-10-22T02:00:00+00:00","BTC-PERP","0.000028"
"2021-10-22T01:00:00+00:00","BTC-PERP","0.000046"
"2021-10-22T00:00:00+00:00","BTC-PERP","0.000026"
"2021-10-21T23:00:00+00:00","BTC-PERP","0.000022"
"2021-10-21T22:00:00+00:00","BTC-PERP","0.000027"
"2021-10-21T21:00:00+00:00","BTC-PERP","0.00003"
"2021-10-21T20:00:00+00:00","BTC-PERP","0.000028"
"2021-10-21T19:00:00+00:00","BTC-PERP","0.000035"
"2021-10-21T18:00:00+00:00","BTC-PERP","0.000037"
"2021-10-21T17:00:00+00:00","BTC-PERP","0.000028"
"2021-10-21T16:00:00+00:00","BTC-PERP","0.000043"
"2021-10-21T15:00:00+00:00","BTC-PERP","0.000026"
"2021-10-21T14:00:00+00:00","BTC-PERP","0.000025"
"2021-10-21T13:00:00+00:00","BTC-PERP","0.000042"
"2021-10-21T12:00:00+00:00","BTC-PERP","0.000046"
"2021-10-21T11:00:00+00:00","BTC-PERP","0.000056"
"2021-10-21T10:00:00+00:00","BTC-PERP","0.00004"
"2021-10-21T09:00:00+00:00","BTC-PERP","0.000032"
"2021-10-21T08:00:00+00:00","BTC-PERP","0.00003"
"2021-10-21T07:00:00+00:00","BTC-PERP","0.000016"
"2021-10-21T06:00:00+00:00","BTC-PERP","0.000027"
"2021-10-21T05:00:00+00:00","BTC-PERP","0.000017"
"2021-10-21T04:00:00+00:00","BTC-PERP","0.000024"
"2021-10-21T03:00:00+00:00","BTC-PERP","0.000041"
"2021-10-21T02:00:00+00:00","BTC-PERP","0.000057"
"2021-10-21T01:00:00+00:00","BTC-PERP","0.00004"
"2021-10-21T00:00:00+00:00","BTC-PERP","0.000023"
"2021-10-20T23:00:00+00:00","BTC-PERP","0.000041"
"2021-10-20T22:00:00+00:00","BTC-PERP","0.00004"
"2021-10-20T21:00:00+00:00","BTC-PERP","0.000042"
